clFile,indexNum,actorID,tag,actorMappingTag,name,tlkStringID
fen110_anso6095034,2,4,actor2,fen110cr_anso,fen110cr_anso,6095034
zz_dae_debug6050738,Awakened,Awakened,speaker,speaker,speaker,6050738
zz_dae_debug6050738,2,4,speaker,PLAYER,PLAYER,6050738
mcr370_guardsman6087659,1,2,speaker,OWNER,mcr370cr_guardsman,6087659
gen00fl_merrill6199887,Awakened,Awakened,cam2_1_2,cam2_1_2,cam2_1_2,6128648
gen00fl_merrill6199887,Awakened,Awakened,Unknown,Unknown,Unknown,4288838647
gen00fl_merrill6199887,7,10,varric,gen00fl_varric,gen00fl_varric,6128648
gen00fl_merrill6199887,9,12,varric,gen00fl_varric,gen00fl_varric,6128651
isa211_isabela6083199,Awakened,Awakened,gen00fl_isabela,gen00fl_isabela,gen00fl_isabela,6083199
isa211_isabela6083199,Awakened,Awakened,gen00fl_isabela,gen00fl_isabela,gen00fl_isabela,4288884096
isa211_isabela6083199,Awakened,Awakened,a_cam1_2_1,a_cam1_2_1,a_cam1_2_1,4288884096
isa211_isabela6083199,Hench,Hench,gen00fl_isabela,gen00fl_isabela,gen00fl_isabela,6083199
mer221_sabin6080134,Awakened,Awakened,cam2_1_1_pth,cam2_1_1_pth,cam2_1_1_pth,6080134
mer221_sabin6080134,3,5,sabin,mer221cr_sabin,mer221cr_sabin,6080134
pro000_meeran6050088,Awakened,Awakened,pc,pc,pc,6050088
pro000_meeran6050088,2,4,aveline,gen00fl_aveline,gen00fl_aveline,6050088
mag160_feynriel6020074,Awakened,Awakened,Unknown,Unknown,Unknown,6020074
mag160_feynriel6020074,7,9,player,PLAYER,PLAYER,6020074
gen00fl_dog6117804,Awakened,Awakened,cam1_2_1,cam1_2_1,cam1_2_1,6117804
gen00fl_dog6117804,2,4,actor3_out,dog321cr_closet_man,dog321cr_closet_man,6117804
mrl150_merrill6078602,Awakened,Awakened,cam_merrill_pc_ots,cam_merrill_pc_ots,cam_merrill_pc_ots,6078602
mrl150_merrill6078602,5,7,merrill_1,gen00fl_merrill,gen00fl_merrill,6078602
lowtown_argument6169408,1,2,speaker,dae010_arguing_female,dae010_arguing_female,6169408
dre000_varric6034639,Awakened,Awakened,Unknown,Unknown,Unknown,6034639
dre000_varric6034639,6,7,varric,gen00fl_varric,gen00fl_varric,6034639
zz_mcr_debug6088342,Awakened,Awakened,speaker,speaker,speaker,6088342
zz_mcr_debug6088342,2,4,speaker,PLAYER,PLAYER,6088342
gen00fl_anders6128315,Awakened,Awakened,anders,anders,anders,6128315
gen00fl_anders6128315,Awakened,Awakened,cam_player_ots_alt,cam_player_ots_alt,cam_player_ots_alt,4288838980
gen00fl_anders6128315,3,6,anders,gen00fl_anders,gen00fl_anders,6128315
follower_banter6149187,1,2,speaker,gen00fl_varric,gen00fl_varric,6149187
dre000_dougal6131156,Awakened,Awakened,player,player,player,6131156
dre000_dougal6131156,6,8,player,PLAYER,PLAYER,6131156
qun120_arishok6050295,Awakened,Awakened,Unknown,Unknown,Unknown,6050295
qun120_arishok6050295,6,8,pc_2,PLAYER,PLAYER,6050295
gen00fl_isabela_init6077415,Awakened,Awakened,Unknown,Unknown,Unknown,6077415
gen00fl_isabela_init6077415,3,5,d_actor1_player,PLAYER,PLAYER,6077415
dae300_bran6143508,Awakened,Awakened,actor2,actor2,actor2,6143508
dae300_bran6143508,2,4,actor2,dae300cr_bran,dae300cr_bran,6143508
lgt160_ntb_elf_conflict6163388,Awakened,Awakened,actor1,actor1,actor1,6163388
lgt160_ntb_elf_conflict6163388,8,10,actor1,PLAYER,PLAYER,6163388
zz_mer_debug6180857,Awakened,Awakened,speaker,speaker,speaker,6180857
zz_mer_debug6180857,2,4,speaker,PLAYER,PLAYER,6180857
gen00fl_fenris6106700,Awakened,Awakened,cam2_1_1b,cam2_1_1b,cam2_1_1b,6106700
gen00fl_fenris6106700,2,4,fenris2,gen00fl_fenris,gen00fl_fenris,6106700
narrative_varric_demo6170840,Awakened,Awakened,speaker,speaker,speaker,6170840
narrative_varric_demo6170840,2,4,speaker,gen00fl_varric,gen00fl_varric,6170840
zz_followers_banter6159636,1,2,speaker,gen00fl_isabela,gen00fl_isabela,6159636
one300_nuncio6076780,Awakened,Awakened,Unknown,Unknown,Unknown,6076780
one300_nuncio6076780,7,9,player,PLAYER,PLAYER,6076780
dae000_meredith6085306,Awakened,Awakened,table_cu,table_cu,table_cu,6085306
dae000_meredith6085306,Awakened,Awakened,player,player,player,4288881989
dae000_meredith6085306,3,6,meredith_intro2,OWNER,dae300cr_meredith,6085306
gen00fl_fenris6127010,Awakened,Awakened,Unknown,Unknown,Unknown,6127010
gen00fl_fenris6127010,3,5,player,PLAYER,PLAYER,6127010
mcr370_meredith6083041,Awakened,Awakened,cam_wide,cam_wide,cam_wide,6083041
mcr370_meredith6083041,Awakened,Awakened,cam_mage_1_1,cam_mage_1_1,cam_mage_1_1,4288884254
mcr370_meredith6083041,Awakened,Awakened,cam_1_mage_2,cam_1_mage_2,cam_1_mage_2,4288884254
mcr370_meredith6083041,14,18,mage_main,mcr370cr_mage_escort,mcr370cr_mage_escort,6083041
dae011_drunk1_sta6149668,1,2,speaker,dae011cr_drunk_1,dae011cr_drunk_1,6149668
mcr310_confused_guard6077016,Awakened,Awakened,cam2_3_2,cam2_3_2,cam2_3_2,6077016
mcr310_confused_guard6077016,13,15,headguard,mcr310cr_confused_guard_ldr,mcr310cr_confused_guard_ldr,6077016
isa321_velasco6091861,Awakened,Awakened,b_actor1_player,b_actor1_player,b_actor1_player,6091861
isa321_velasco6091861,8,10,b_actor1_player,PLAYER,PLAYER,6091861
mag311_keran6041560,Awakened,Awakened,keran,keran,keran,6041560
mag311_keran6041560,5,7,keran,mag311cr_keran,mag311cr_keran,6041560
pro000_friedrich6050198,Awakened,Awakened,cam_wide_4,cam_wide_4,cam_wide_4,6050198
pro000_friedrich6050198,5,7,player,PLAYER,PLAYER,6050198
follower_banter6156161,1,2,speaker,gen00fl_isabela,gen00fl_isabela,6156161
gen00fl_anders6111112,Awakened,Awakened,anders,anders,anders,6111112
gen00fl_anders6111112,Awakened,Awakened,anders,anders,anders,4288856183
gen00fl_anders6111112,7,10,anders,gen00fl_anders,gen00fl_anders,6111112
mrl310_merrill6120064,Awakened,Awakened,cam_mrl_pc_ots2,cam_mrl_pc_ots2,cam_mrl_pc_ots2,6120064
mrl310_merrill6120064,Awakened,Awakened,Unknown,Unknown,Unknown,6120064
mrl310_merrill6120064,Awakened,Awakened,Unknown,Unknown,Unknown,6120064
mrl310_merrill6120064,Awakened,Awakened,Unknown,Unknown,Unknown,6120064
mrl310_merrill6120064,Awakened,Awakened,Unknown,Unknown,Unknown,6120064
mrl310_merrill6120064,Awakened,Awakened,Unknown,Unknown,Unknown,6120064
mrl310_merrill6120064,11,8,merrill,gen00fl_merrill,gen00fl_merrill,6120064
mrl310_merrill6120064,11,8,merrill,gen00fl_merrill,gen00fl_merrill,6120067
mrl310_merrill6120064,11,8,merrill,gen00fl_merrill,gen00fl_merrill,6120090
follower_banter6163260,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6163260
gen00fl_anders6111283,Awakened,Awakened,anders,anders,anders,6111283
gen00fl_anders6111283,5,7,anders,gen00fl_anders,gen00fl_anders,6111283
mag100_thrask6051764,Awakened,Awakened,thrask,thrask,thrask,6051764
mag100_thrask6051764,5,7,thrask,mag100cr_thrask,mag100cr_thrask,6051764
follower_banter6172285,1,2,speaker,gen00fl_sebastian,gen00fl_sebastian,6172285
mag121_idunna6084232,Awakened,Awakened,cam_3_player_ots,cam_3_player_ots,cam_3_player_ots,6084232
mag121_idunna6084232,6,8,3_player,PLAYER,PLAYER,6084232
dae100_alistair_drunk6135150,1,2,speaker,lgt111cr_alistair_drunk,lgt111cr_alistair_drunk,6135150
mcr371_hostile_fenris6082223,Awakened,Awakened,actor2,actor2,actor2,6082223
mcr371_hostile_fenris6082223,5,7,actor2,mcr371cr_fenris,mcr371cr_fenris,6082223
qun160_party_comment_26061247,1,2,speaker,PLAYER,PLAYER,6061247
follower_banter6170011,1,2,speaker,gen00fl_isabela,gen00fl_isabela,6170011
dae011_badpoet_sta6145178,1,2,speaker,dae011cr_bar_wench,dae011cr_bar_wench,6145178
zz_dae_debug6142942,Awakened,Awakened,speaker,speaker,speaker,6142942
zz_dae_debug6142942,2,4,speaker,PLAYER,PLAYER,6142942
dae000_hate_enemies6167576,1,2,speaker,lgt000cr_hate_gen_thug,lgt000cr_hate_gen_thug,6167576
zz_one_debug6069467,Awakened,Awakened,speaker,speaker,speaker,6069467
zz_one_debug6069467,2,4,speaker,PLAYER,PLAYER,6069467
gen00fl_varric6093665,Awakened,Awakened,varricb,varricb,varricb,6093665
gen00fl_varric6093665,2,4,varricb,gen00fl_varric,gen00fl_varric,6093665
mrl310_merrill6198097,Awakened,Awakened,cam_wide,cam_wide,cam_wide,6198097
mrl310_merrill6198097,Hench,Hench,gen00fl_fenris,gen00fl_fenris,gen00fl_fenris,6198097
gen00fl_aveline6132788,Awakened,Awakened,aveline,aveline,aveline,6132788
gen00fl_aveline6132788,7,9,aveline,gen00fl_aveline,gen00fl_aveline,6132788
zz_followers_banter6157664,1,2,speaker,gen00fl_bethany,gen00fl_bethany,6157664
fen110_fenris6118132,Awakened,Awakened,actor2,actor2,actor2,6118132
fen110_fenris6118132,Awakened,Awakened,actor1,actor1,actor1,4288849163
fen110_fenris6118132,6,9,actor2,gen00fl_fenris,gen00fl_fenris,6118132
mcr370_meredith6083101,Awakened,Awakened,Unknown,Unknown,Unknown,6083101
mcr370_meredith6083101,13,15,player,PLAYER,PLAYER,6083101
follower_banter6156021,1,2,speaker,gen00fl_varric,gen00fl_varric,6156021
mag291_vincento6027398,Awakened,Awakened,b_actor2_caress,b_actor2_caress,b_actor2_caress,6027398
mag291_vincento6027398,Awakened,Awakened,b_cam2_1_2_med,b_cam2_1_2_med,b_cam2_1_2_med,4288939897
mag291_vincento6027398,Awakened,Awakened,b_actor1_player,b_actor1_player,b_actor1_player,4288939897
mag291_vincento6027398,8,12,b_actor2_caress,mag291cr_caress,mag291cr_caress,6027398
zz_isa_debug6133151,Awakened,Awakened,speaker,speaker,speaker,6133151
zz_isa_debug6133151,2,4,speaker,PLAYER,PLAYER,6133151
gen00fl_dog6166838,Awakened,Awakened,cam3_2_2,cam3_2_2,cam3_2_2,6166838
gen00fl_dog6166838,3,5,actor3,gen00fl_varric,gen00fl_varric,6166838
ave310_donnic6134740,Awakened,Awakened,donnic_1,donnic_1,donnic_1,6134740
ave310_donnic6134740,2,4,donnic_1,ave300cr_donnic,ave300cr_donnic,6134740
gen00fl_anders6128344,Awakened,Awakened,Unknown,Unknown,Unknown,6128344
gen00fl_anders6128344,3,5,player,PLAYER,PLAYER,6128344
mag160_varian_ilithis6018901,Awakened,Awakened,cam_varian_cu,cam_varian_cu,cam_varian_cu,6018901
mag160_varian_ilithis6018901,Awakened,Awakened,Unknown,Unknown,Unknown,6018901
mag160_varian_ilithis6018901,7,8,varian,mag160cr_varian_ilithis,mag160cr_varian_ilithis,6018901
follower_banter6149247,1,2,speaker,gen00fl_carver,gen00fl_carver,6149247
qun111_ketojan6040715,Awakened,Awakened,view_ots,view_ots,view_ots,6040715
qun111_ketojan6040715,Awakened,Awakened,final_player_ots,final_player_ots,final_player_ots,4288926580
qun111_ketojan6040715,7,10,ketojan_final,qun111cr_ketojan,qun111cr_ketojan,6040715
lowtown_fem_alienage1_sta6162564,1,2,speaker,dae010_alienage_elf_f1,dae010_alienage_elf_f1,6162564
docks_scene_dockworkers6176478,1,2,speaker,dae010cr_joker2,dae010cr_joker2,6176478
mag360_alain6044656,Awakened,Awakened,hostage_anders,hostage_anders,hostage_anders,6044656
mag360_alain6044656,6,8,hostage_anders,mag360cr_hostage_anders,mag360cr_hostage_anders,6044656
dre000_varric6027788,Awakened,Awakened,Unknown,Unknown,Unknown,6027788
dre000_varric6027788,Awakened,Awakened,cam_player_cu,cam_player_cu,cam_player_cu,4288939507
dre000_varric6027788,8,11,player,PLAYER,PLAYER,6027788
dae300_bran6143448,Awakened,Awakened,actor1,actor1,actor1,6143448
dae300_bran6143448,6,8,actor1,PLAYER,PLAYER,6143448
dre000_varric6034668,1,2,speaker,gen00fl_varric,gen00fl_varric,6034668
qun120cr_javaris6043338,Awakened,Awakened,Unknown,Unknown,Unknown,6043338
qun120cr_javaris6043338,5,7,pc,PLAYER,PLAYER,6043338
follower_banter6172276,1,2,speaker,gen00fl_anders,gen00fl_anders,6172276
follower_banter6163293,1,2,speaker,gen00fl_aveline,gen00fl_aveline,6163293
gen00fl_aveline6120825,Awakened,Awakened,aveline_2,aveline_2,aveline_2,6120825
gen00fl_aveline6120825,Awakened,Awakened,pc3_mcu,pc3_mcu,pc3_mcu,4288846470
gen00fl_aveline6120825,6,9,aveline_2,gen00fl_aveline,gen00fl_aveline,6120825
dae021_sister_alema_mob6144774,Awakened,Awakened,speaker,speaker,speaker,6144774
dae021_sister_alema_mob6144774,2,4,speaker,dae121cr_sister_alema,dae121cr_sister_alema,6144774
mag291_demon_marethari6029051,Awakened,Awakened,e_actor3_varric,e_actor3_varric,e_actor3_varric,6029051
mag291_demon_marethari6029051,7,9,e_actor3_varric,gen00fl_varric,gen00fl_varric,6029051
lgt310_shw_ors_informant6156346,1,2,speaker,lgt310cr_shw_ors_inform_temp,lgt310cr_shw_ors_inform_temp,6156346
zz_and_debug6134052,Awakened,Awakened,speaker,speaker,speaker,6134052
zz_and_debug6134052,2,4,speaker,PLAYER,PLAYER,6134052
follower_banter6156203,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6156203
one110_tree_minder6133765,Awakened,Awakened,actor2,actor2,actor2,6133765
one110_tree_minder6133765,5,7,actor2,one110cr_tree_minder,one110cr_tree_minder,6133765
mcr310_argument6075096,Awakened,Awakened,anders,anders,anders,6075096
mcr310_argument6075096,6,8,anders,gen00fl_anders,gen00fl_anders,6075096
one120_athenril6173941,Awakened,Awakened,gen00fl_carver,gen00fl_carver,gen00fl_carver,6173941
one120_athenril6173941,Hench,Hench,gen00fl_carver,gen00fl_carver,gen00fl_carver,6173941
gen00fl_carver6108873,Awakened,Awakened,carver2,carver2,carver2,6108873
gen00fl_carver6108873,Awakened,Awakened,Unknown,Unknown,Unknown,6108873
gen00fl_carver6108873,5,6,carver2,gen00fl_carver,gen00fl_carver,6108873
one220_yevhen6115735,Awakened,Awakened,yevhen,yevhen,yevhen,6115735
one220_yevhen6115735,6,8,yevhen,one220cr_yevhen,one220cr_yevhen,6115735
gen00fl_dog6127281,Awakened,Awakened,actor1_exit,actor1_exit,actor1_exit,6127281
dae000_pc_home_ambients6208683,1,2,speaker,PLAYER,PLAYER,6208683
zz_approval_debug6003060,Awakened,Awakened,speaker,speaker,speaker,6003060
zz_approval_debug6003060,2,4,speaker,OWNER,PLAYER,6003060
pro000_captain_wright6047482,1,2,speaker,pro000cr_captain_wright,pro000cr_captain_wright,6047482
zz_lgt_1_debug6188680,Awakened,Awakened,speaker,speaker,speaker,6188680
zz_lgt_1_debug6188680,2,4,speaker,PLAYER,PLAYER,6188680
gen00fl_aveline6114848,Awakened,Awakened,actor2,actor2,actor2,6114848
gen00fl_aveline6114848,Awakened,Awakened,actor1,actor1,actor1,4288852447
gen00fl_aveline6114848,6,9,actor2,gen00fl_aveline,gen00fl_aveline,6114848
gen00fl_dog6167675,Awakened,Awakened,Unknown,Unknown,Unknown,6167675
gen00fl_dog6167675,4,6,actor1_player,PLAYER,PLAYER,6167675
one280_iwan6096866,Awakened,Awakened,actor2,actor2,actor2,6096866
one280_iwan6096866,6,8,actor2,one280cr_iwan,one280cr_iwan,6096866
dae000_arishok6081654,Awakened,Awakened,Unknown,Unknown,Unknown,6081654
dae000_arishok6081654,10,12,pc_2,PLAYER,PLAYER,6081654
mag320_mage_conspirator6061727,Awakened,Awakened,Unknown,Unknown,Unknown,6061727
mag320_mage_conspirator6061727,6,7,,mag311cr_keran,mag311cr_keran,6061727
mag120_macha6080618,Awakened,Awakened,Unknown,Unknown,Unknown,6080618
mag120_macha6080618,6,8,player,PLAYER,PLAYER,6080618
gen00fl_merrill6145214,Awakened,Awakened,cam_mrl_pc_ots,cam_mrl_pc_ots,cam_mrl_pc_ots,6145214
gen00fl_merrill6145214,2,4,mrl_closetoplayer,gen00fl_merrill,gen00fl_merrill,6145214
one000_ilen6060494,Awakened,Awakened,Unknown,Unknown,Unknown,6060494
one000_ilen6060494,6,8,player,PLAYER,PLAYER,6060494
gen00fl_aveline6122763,Awakened,Awakened,actor2,actor2,actor2,6122763
gen00fl_aveline6122763,Awakened,Awakened,actor1,actor1,actor1,4288844532
gen00fl_aveline6122763,6,9,actor2,gen00fl_aveline,gen00fl_aveline,6122763
mer240_jansen6045107,Awakened,Awakened,actor2,actor2,actor2,6045107
mer240_jansen6045107,5,7,actor2,mer240cr_jansen,mer240cr_jansen,6045107
dae100_bran6118305,Awakened,Awakened,Unknown,Unknown,Unknown,6118305
dae100_bran6118305,6,8,actor1_player2,PLAYER,PLAYER,6118305
mag100_cullen6082304,Awakened,Awakened,actor2,actor2,actor2,6082304
mag100_cullen6082304,7,7,actor2,mag100cr_cullen,mag100cr_cullen,6082304
mag100_cullen6082304,7,7,actor2,mag100cr_cullen,mag100cr_cullen,6082311
mag291_torpor6027007,Awakened,Awakened,Unknown,Unknown,Unknown,6027007
mag291_torpor6027007,Awakened,Awakened,a_cam1_2_2,a_cam1_2_2,a_cam1_2_2,4288940288
mag291_torpor6027007,7,9,a_actor2_torpor,mag291cr_torpor,mag291cr_torpor,6027007
fen310_varania6118595,Awakened,Awakened,Unknown,Unknown,Unknown,6118595
fen310_varania6118595,9,11,player,PLAYER,PLAYER,6118595
isa211_isabela6202065,Awakened,Awakened,gen00fl_aveline,gen00fl_aveline,gen00fl_aveline,6202065
isa211_isabela6202065,Awakened,Awakened,a_actor1_player,a_actor1_player,a_actor1_player,4288765230
isa211_isabela6202065,Hench,Hench,gen00fl_aveline,gen00fl_aveline,gen00fl_aveline,6202065
dae000cr_grand_cleric6197650,Awakened,Awakened,gen00fl_varric,gen00fl_varric,gen00fl_varric,6197650
dae000cr_grand_cleric6197650,Hench,Hench,gen00fl_varric,gen00fl_varric,gen00fl_varric,6197650
isa311_isabela6092496,Awakened,Awakened,Unknown,Unknown,Unknown,6092496
isa311_isabela6092496,6,8,actor1_player,PLAYER,PLAYER,6092496
mcr370_cut_arrival_gallows6078043,53,75,,player,default_player,6078816
mcr370_cut_arrival_gallows6078043,54,76,,dae300cr_meredith,mcr370cr_boss_meredith,6078055
mcr370_cut_arrival_gallows6078043,54,76,,dae300cr_meredith,mcr370cr_boss_meredith,6078064
mcr370_cut_arrival_gallows6078043,60,74,,dae300cr_orsino,Orsino_1,6078046
mcr370_cut_arrival_gallows6078043,60,74,,dae300cr_orsino,Orsino_1,6078713
mcr370_cut_arrival_gallows6078043,60,74,,dae300cr_orsino,Orsino_1,6078058
mcr370_cut_arrival_gallows6078043,62,109,,dae300cr_orsino,Orsino_2,6078046
mcr370_cut_arrival_gallows6078043,62,109,,dae300cr_orsino,Orsino_2,6078049
mcr370_cut_arrival_gallows6078043,62,109,,dae300cr_orsino,Orsino_2,6078058
zz_isa_debug6133233,Awakened,Awakened,speaker,speaker,speaker,6133233
zz_isa_debug6133233,2,4,speaker,PLAYER,PLAYER,6133233
mer320_hubert6065840,Awakened,Awakened,actor3_cowan,actor3_cowan,actor3_cowan,6065840
mer320_hubert6065840,7,9,actor3_cowan,mer340cr_cowan,mer340cr_cowan,6065840
dre000_varric6030292,Awakened,Awakened,Unknown,Unknown,Unknown,6030292
dre000_varric6030292,2,4,cassandra,dae000cr_cassandra,dae000cr_cassandra,6030292
lowtown_fem_alienage1_sta6162606,1,2,speaker,dae010_alienage_elf_f1,dae010_alienage_elf_f1,6162606
gen00fl_fenris6105848,Awakened,Awakened,cam2_1_1,cam2_1_1,cam2_1_1,6105848
gen00fl_fenris6105848,2,4,fenris,gen00fl_fenris,gen00fl_fenris,6105848
dae000_flemeth6001358,Awakened,Awakened,Unknown,Unknown,Unknown,6001358
dae000_flemeth6001358,Awakened,Awakened,Unknown,Unknown,Unknown,4288965937
dae000_flemeth6001358,5,6,a_actor2_flemeth,dae000cr_flemeth,dae000cr_flemeth,6001358
dae000_flemeth6001358,5,6,a_actor2_flemeth,dae000cr_flemeth,dae000cr_flemeth,6000738
dae000_flemeth6001358,10,11,a_actor1_player,PLAYER,PLAYER,6108632
ser121_jethann6106893,Awakened,Awakened,actor2,actor2,actor2,6106893
ser121_jethann6106893,6,8,actor2,ser121cr_jethann,ser121cr_jethann,6106893
zz_followers_banter6157697,1,2,speaker,gen00fl_bethany,gen00fl_bethany,6157697
qun131_taskmaster6059015,Awakened,Awakened,gen00fl_anders,gen00fl_anders,gen00fl_anders,6059015
qun131_taskmaster6059015,Hench,Hench,gen00fl_anders,gen00fl_anders,gen00fl_anders,6059015
qun200_party_comment6090332,1,2,speaker,gen00fl_varric,gen00fl_varric,6090332
zz_and_debug6134112,Awakened,Awakened,speaker,speaker,speaker,6134112
zz_and_debug6134112,2,4,speaker,PLAYER,PLAYER,6134112
mer320_hubert6089916,Awakened,Awakened,actor1,actor1,actor1,6089916
mer320_hubert6089916,6,8,actor1,PLAYER,PLAYER,6089916
dae000_keep_bureaucrat_1_st6165309,1,2,speaker,OWNER,dae021_bureaucrat_1,6165309
nat380_sibling6103562,Awakened,Awakened,actor1_player,actor1_player,actor1_player,6103562
nat380_sibling6103562,7,9,actor1_player,PLAYER,PLAYER,6103562
mag210_arianni6024528,Awakened,Awakened,actor2,actor2,actor2,6024528
mag210_arianni6024528,Awakened,Awakened,actor1,actor1,actor1,4288942767
mag210_arianni6024528,6,9,actor2,mag210cr_arianni,mag210cr_arianni,6024528
zz_followers_banter6158778,1,2,speaker,gen00fl_fenris,gen00fl_fenris,6158778
nat380_sibling6068039,Awakened,Awakened,actor2_sibling,actor2_sibling,actor2_sibling,6068039
nat380_sibling6068039,Awakened,Awakened,cam1_2_2,cam1_2_2,cam1_2_2,4288899256
nat380_sibling6068039,6,9,actor2_sibling,gen00fl_carver,gen00fl_carver,6068039
qun120_arishok_guard6049215,1,2,speaker,qun110cr_arishok_guard,qun110cr_arishok_guard,6049215
dae000_hate_enemies6167614,1,2,speaker,lgt000cr_hate_extremist,lgt000cr_hate_extremist,6167614
gen00fl_sebastian6177909,Awakened,Awakened,playerb,playerb,playerb,6177909
gen00fl_sebastian6177909,3,5,playerb,PLAYER,PLAYER,6177909
zz_dae_debug6184891,Awakened,Awakened,speaker,speaker,speaker,6184891
zz_dae_debug6184891,2,4,speaker,PLAYER,PLAYER,6184891
zz_followers_banter6157417,1,2,speaker,gen00fl_anders,gen00fl_anders,6157417
lgt260_eau_tmp_asst_harbor6143634,1,2,speaker,lgt260cr_eau_asst_harbor,lgt260cr_eau_asst_harbor,6143634
and121_karl6093468,Awakened,Awakened,Unknown,Unknown,Unknown,6093468
and121_karl6093468,Awakened,Awakened,Unknown,Unknown,Unknown,4288873827
and121_karl6093468,3,6,karl,and121cr_karl,and121cr_karl,6093468
and121_karl6093468,7,10,anders,gen00fl_anders,gen00fl_anders,6093465
qun220cr_javaris6068906,1,2,speaker,qun220cr_javaris,qun220cr_javaris,6068906
fen310_fenris6175084,Awakened,Awakened,gen00fl_varric,gen00fl_varric,gen00fl_varric,6175084
fen310_fenris6175084,Hench,Hench,gen00fl_varric,gen00fl_varric,gen00fl_varric,6175084
gen00fl_isabela6096812,Awakened,Awakened,c_actor1_player,c_actor1_player,c_actor1_player,6096812
gen00fl_isabela6096812,8,10,c_actor1_player,PLAYER,PLAYER,6096812
dae000_bodhan6146854,1,2,speaker,dae200cr_bodahn,dae200cr_bodahn,6146854
mrl310_merrill6120357,Awakened,Awakened,cam_mrl_pc_ots2,cam_mrl_pc_ots2,cam_mrl_pc_ots2,6120357
mrl310_merrill6120357,Awakened,Awakened,cam_pc_cu,cam_pc_cu,cam_pc_cu,4288846938
mrl310_merrill6120357,7,10,merrill,gen00fl_merrill,gen00fl_merrill,6120357
follower_banter6163153,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6163153
qun221_petrice6093256,Awakened,Awakened,pc,pc,pc,6093256
qun221_petrice6093256,5,7,pc,PLAYER,PLAYER,6093256
follower_banter6170322,1,2,speaker,gen00fl_varric,gen00fl_varric,6170322
gen00fl_fenris6112022,Awakened,Awakened,cam2_1_1sbf3,cam2_1_1sbf3,cam2_1_1sbf3,6112022
gen00fl_fenris6112022,Awakened,Awakened,cam1_2_1,cam1_2_1,cam1_2_1,4288855273
gen00fl_fenris6112022,3,6,fenris,gen00fl_fenris,gen00fl_fenris,6112022
mcr371_angry_mage_m6087735,1,2,speaker,OWNER,mcr371cr_angry_mage_m,6087735
gen00fl_fenris6103356,1,2,speaker,gen00fl_fenris,gen00fl_fenris,6103356
dae000_pc_home_ambients6208543,1,2,speaker,PLAYER,PLAYER,6208543
mcr310_sibling6095297,Awakened,Awakened,player,player,player,6095297
mcr310_sibling6095297,7,9,player,PLAYER,PLAYER,6095297
mag370_meredith6039273,Awakened,Awakened,camclose1_2_1,camclose1_2_1,camclose1_2_1,6039273
mag370_meredith6039273,6,8,player_courtyard,PLAYER,PLAYER,6039273
gen00fl_aveline6120777,Awakened,Awakened,aveline_2,aveline_2,aveline_2,6120777
gen00fl_aveline6120777,Awakened,Awakened,pc3_mcu,pc3_mcu,pc3_mcu,4288846518
gen00fl_aveline6120777,6,9,aveline_2,gen00fl_aveline,gen00fl_aveline,6120777
one100_ht_banter6060907,1,2,speaker,gen00fl_varric,gen00fl_varric,6060907
follower_banter6164733,1,2,speaker,gen00fl_bethany,gen00fl_bethany,6164733
isa211_isabela6202174,Awakened,Awakened,gen00fl_aveline,gen00fl_aveline,gen00fl_aveline,6202174
isa211_isabela6202174,Hench,Hench,gen00fl_aveline,gen00fl_aveline,gen00fl_aveline,6202174
gen00fl_isabela6015823,Awakened,Awakened,b_actor2_isabela,b_actor2_isabela,b_actor2_isabela,6015823
gen00fl_isabela6015823,7,9,b_actor2_isabela,gen00fl_isabela,gen00fl_isabela,6015823
zz_dae_debug6029169,Awakened,Awakened,speaker,speaker,speaker,6029169
zz_dae_debug6029169,2,4,speaker,PLAYER,PLAYER,6029169
gen00fl_aveline6115476,Awakened,Awakened,actor2,actor2,actor2,6115476
gen00fl_aveline6115476,5,7,actor2,gen00fl_aveline,gen00fl_aveline,6115476
ave100_donnic6106004,Awakened,Awakened,aveline_cu,aveline_cu,aveline_cu,6106004
ave100_donnic6106004,6,8,aveline,gen00fl_aveline,gen00fl_aveline,6106004
dae000_worthy6166593,Awakened,Awakened,actor2,actor2,actor2,6166593
dae000_worthy6166593,2,4,actor2,dae000cr_worthy,dae000cr_worthy,6166593
dae000_madam_lusine6151221,Awakened,Awakened,1_lusine,1_lusine,1_lusine,6151221
dae000_madam_lusine6151221,Awakened,Awakened,1_player,1_player,1_player,4288816074
dae000_madam_lusine6151221,Awakened,Awakened,1_player,1_player,1_player,4288816074
dae000_madam_lusine6151221,4,8,1_lusine,dae00cr_madam_lusine,dae00cr_madam_lusine,6151221
dae000_madam_lusine6151221,8,12,1_player,PLAYER,PLAYER,6217304
qun200_party_comment6095406,1,2,speaker,PLAYER,PLAYER,6095406
mag120_macha6080649,Awakened,Awakened,Unknown,Unknown,Unknown,6080649
mag120_macha6080649,6,8,player,PLAYER,PLAYER,6080649
mag121_viveka6082598,Awakened,Awakened,Unknown,Unknown,Unknown,6082598
mag121_viveka6082598,Awakened,Awakened,actor1,actor1,actor1,4288884697
mag121_viveka6082598,7,10,actor1,PLAYER,PLAYER,6082598
